time,temp,dew,humidity,wind,windspeed,gust,pressure,precip,cond,date,hour
8:53 AM,59,48,67,ENE,12,0,29.13,0.0,Fair,2015-7-2,9
9:53 AM,62,46,56,E,9,0,29.13,0.0,Fair,2015-7-2,10
10:53 AM,64,45,50,E,9,0,29.14,0.0,Fair,2015-7-2,11
11:53 AM,65,46,50,E,9,0,29.13,0.0,Fair,2015-7-2,12
12:53 PM,68,47,47,ENE,6,0,29.11,0.0,Fair,2015-7-2,13
1:53 PM,69,47,45,E,5,0,29.1,0.0,Fair,2015-7-2,14
2:53 PM,70,49,47,E,10,0,29.09,0.0,Fair,2015-7-2,15
3:53 PM,72,50,46,ENE,6,0,29.09,0.0,Partly Cloudy,2015-7-2,16
4:53 PM,71,48,44,E,9,0,29.08,0.0,Fair,2015-7-2,17
5:53 PM,71,48,44,ENE,3,0,29.08,0.0,Fair,2015-7-2,18
6:53 PM,69,49,49,E,7,0,29.06,0.0,Fair,2015-7-2,19
7:53 PM,66,49,54,NE,5,0,29.06,0.0,Mostly Cloudy,2015-7-2,20
8:53 PM,63,48,58,ESE,8,0,29.07,0.0,Mostly Cloudy,2015-7-2,21
9:53 PM,59,47,64,CALM,0,0,29.09,0.0,Partly Cloudy,2015-7-2,22
10:53 PM,57,46,67,CALM,0,0,29.08,0.0,Mostly Cloudy,2015-7-2,23
11:53 PM,54,47,77,CALM,0,0,29.09,0.0,Fair,2015-7-2,24
12:53 AM,53,47,80,CALM,0,0,29.09,0.0,Fair,2015-7-3,1
1:53 AM,57,47,69,SE,3,0,29.08,0.0,Fair,2015-7-3,2
2:53 AM,51,47,86,CALM,0,0,29.07,0.0,Mostly Cloudy,2015-7-3,3
3:53 AM,51,48,89,CALM,0,0,29.07,0.0,Fair,2015-7-3,4
4:53 AM,50,47,89,CALM,0,0,29.08,0.0,Fair,2015-7-3,5
5:53 AM,49,47,93,VAR,3,0,29.09,0.0,Mostly Cloudy,2015-7-3,6
6:53 AM,53,49,86,CALM,0,0,29.08,0.0,Mostly Cloudy,2015-7-3,7
7:53 AM,58,52,81,N,3,0,29.09,0.0,Mostly Cloudy,2015-7-3,8
8:53 AM,64,49,58,CALM,0,0,29.08,0.0,Fair,2015-7-3,9
9:53 AM,68,52,56,CALM,0,0,29.08,0.0,Fair,2015-7-3,10
10:53 AM,69,53,57,CALM,0,0,29.08,0.0,Fair,2015-7-3,11
11:53 AM,71,54,55,SW,5,0,29.07,0.0,Fair,2015-7-3,12
12:53 PM,72,49,44,VAR,7,0,29.05,0.0,Fair,2015-7-3,13
1:53 PM,74,53,48,SW,5,0,29.05,0.0,Fair,2015-7-3,14
2:53 PM,75,51,43,VAR,3,0,29.03,0.0,Partly Cloudy,2015-7-3,15
3:53 PM,76,53,45,VAR,5,0,29.02,0.0,Partly Cloudy,2015-7-3,16
4:53 PM,76,52,43,W,5,0,29.01,0.0,Mostly Cloudy,2015-7-3,17
5:53 PM,75,51,43,NW,5,0,29.01,0.0,Mostly Cloudy,2015-7-3,18
6:53 PM,74,52,46,WNW,3,0,29.0,0.0,Fair,2015-7-3,19
7:53 PM,71,54,55,CALM,0,0,29.0,0.0,Fair,2015-7-3,20
8:53 PM,65,55,70,CALM,0,0,29.0,0.0,Fair,2015-7-3,21
9:53 PM,63,54,72,CALM,0,0,29.01,0.0,Fair,2015-7-3,22
10:53 PM,62,54,75,CALM,0,0,29.02,0.0,Fair,2015-7-3,23
11:53 PM,61,54,78,CALM,0,0,29.03,0.0,Fair,2015-7-3,24
12:53 AM,59,54,83,CALM,0,0,29.02,0.0,Fair,2015-7-4,1
1:53 AM,58,55,90,CALM,0,0,29.03,0.0,Fair,2015-7-4,2
2:53 AM,58,54,87,CALM,0,0,29.03,0.0,Fair,2015-7-4,3
3:53 AM,57,54,89,CALM,0,0,29.03,0.0,Fair,2015-7-4,4
4:53 AM,56,54,93,CALM,0,0,29.04,0.0,Fair,2015-7-4,5
5:53 AM,56,54,93,CALM,0,0,29.05,0.0,Fair,2015-7-4,6
6:53 AM,60,55,83,CALM,0,0,29.05,0.0,Fair,2015-7-4,7
7:53 AM,66,59,78,CALM,0,0,29.06,0.0,Fair,2015-7-4,8
8:53 AM,70,58,65,WNW,3,0,29.06,0.0,Fair,2015-7-4,9
9:53 AM,73,60,64,CALM,0,0,29.07,0.0,Fair,2015-7-4,10
10:53 AM,76,61,60,WSW,3,0,29.07,0.0,Fair,2015-7-4,11
11:53 AM,77,59,54,SW,6,0,29.07,0.0,Fair,2015-7-4,12
12:53 PM,79,57,47,VAR,7,0,29.07,0.0,Fair,2015-7-4,13
1:53 PM,80,57,45,WSW,5,0,29.07,0.0,Fair,2015-7-4,14
2:53 PM,81,59,47,CALM,0,0,29.06,0.0,Partly Cloudy,2015-7-4,15
3:53 PM,81,60,49,VAR,5,0,29.06,0.0,Partly Cloudy,2015-7-4,16
4:53 PM,81,60,49,W,6,0,29.06,0.0,Fair,2015-7-4,17
5:53 PM,80,60,50,W,5,0,29.05,0.0,Partly Cloudy,2015-7-4,18
6:53 PM,79,61,54,CALM,0,0,29.05,0.0,Partly Cloudy,2015-7-4,19
7:53 PM,78,61,56,CALM,0,0,29.05,0.0,Fair,2015-7-4,20
8:53 PM,74,62,66,WSW,3,0,29.05,0.0,Fair,2015-7-4,21
9:53 PM,72,61,68,SSW,3,0,29.07,0.0,Fair,2015-7-4,22
10:06 PM,71,61,70,CALM,0,0,29.07,0.0,Partly Cloudy,2015-7-4,22
10:53 PM,67,61,81,CALM,0,0,29.08,0.0,Mostly Cloudy,2015-7-4,23
11:53 PM,66,62,87,CALM,0,0,29.09,0.0,Fair,2015-7-4,24
12:53 AM,64,60,87,CALM,0,0,29.1,0.0,Fair,2015-7-5,1
1:53 AM,68,61,78,CALM,0,0,29.12,0.0,Fair,2015-7-5,2
2:53 AM,65,59,81,CALM,0,0,29.12,0.0,Fair,2015-7-5,3
3:53 AM,63,59,87,CALM,0,0,29.11,0.0,Partly Cloudy,2015-7-5,4
4:53 AM,64,60,87,CALM,0,0,29.12,0.0,Fair,2015-7-5,5
5:53 AM,61,58,90,CALM,0,0,29.14,0.0,Fair,2015-7-5,6
6:53 AM,66,60,81,S,5,0,29.14,0.0,Fair,2015-7-5,7
7:53 AM,70,62,76,S,3,0,29.15,0.0,Fair,2015-7-5,8
8:53 AM,73,61,66,SSW,8,0,29.14,0.0,Fair,2015-7-5,9
9:53 AM,76,61,60,SW,8,0,29.13,0.0,Fair,2015-7-5,10
10:53 AM,77,62,60,SSW,7,0,29.13,0.0,Fair,2015-7-5,11
11:53 AM,79,62,56,SSW,7,0,29.14,0.0,Partly Cloudy,2015-7-5,12
12:53 PM,81,62,52,S,14,17,29.12,0.0,Partly Cloudy,2015-7-5,13
1:53 PM,81,62,52,S,13,0,29.1,0.0,Partly Cloudy,2015-7-5,14
2:53 PM,83,63,51,SSW,10,0,29.1,0.0,Partly Cloudy,2015-7-5,15
3:53 PM,82,62,51,S,13,0,29.09,0.0,Partly Cloudy,2015-7-5,16
4:53 PM,83,62,49,S,12,0,29.08,0.0,Partly Cloudy,2015-7-5,17
5:53 PM,82,62,51,S,15,0,29.07,0.0,Mostly Cloudy,2015-7-5,18
6:53 PM,80,63,56,S,14,0,29.06,0.0,Partly Cloudy,2015-7-5,19
7:53 PM,79,63,58,S,9,0,29.06,0.0,Mostly Cloudy,2015-7-5,20
8:53 PM,77,64,64,S,8,0,29.06,0.0,Mostly Cloudy,2015-7-5,21
9:53 PM,75,64,69,S,8,0,29.06,0.0,Mostly Cloudy,2015-7-5,22
10:53 PM,74,63,68,S,10,0,29.03,0.0,Partly Cloudy,2015-7-5,23
11:53 PM,72,63,73,S,8,0,29.03,0.0,Fair,2015-7-5,24
12:53 AM,72,63,73,S,9,0,29.03,0.0,Fair,2015-7-6,1
1:53 AM,72,63,73,S,9,0,29.06,0.0,Mostly Cloudy,2015-7-6,2
2:53 AM,70,63,78,S,6,0,29.04,0.0,Fair,2015-7-6,3
3:53 AM,69,63,81,,0,0,29.0,0.0,Fair,2015-7-6,4
4:53 AM,70,63,78,S,9,0,29.01,0.0,Fair,2015-7-6,5
5:53 AM,70,63,78,S,10,0,29.0,0.0,Cloudy,2015-7-6,6
6:53 AM,70,64,81,S,9,0,29.0,0.0,Cloudy,2015-7-6,7
7:53 AM,72,65,78,S,12,0,28.97,0.0,Cloudy,2015-7-6,8
8:53 AM,74,66,76,S,10,0,28.98,0.0,Haze,2015-7-6,9
9:53 AM,76,68,76,SSW,8,0,28.98,0.0,Cloudy,2015-7-6,10
10:16 AM,75,68,79,VAR,6,0,29.0,0.0,Haze,2015-7-6,10
10:23 AM,75,68,79,SW,6,0,29.0,0.0,Thunder,2015-7-6,10
10:53 AM,73,70,90,VAR,3,0,29.01,0.1,Light Rain with Thunder,2015-7-6,11
10:59 AM,73,70,90,SW,5,0,29.01,0.0,Light Rain,2015-7-6,11
11:11 AM,74,70,87,SSW,8,0,29.0,0.0,Light Rain,2015-7-6,11
11:13 AM,74,70,87,SSW,7,0,29.0,0.0,Light Rain,2015-7-6,11
11:20 AM,74,70,87,SSW,7,0,29.0,0.0,Light Rain,2015-7-6,11
11:53 AM,73,70,90,SW,8,16,29.0,0.0,Light Rain,2015-7-6,12
12:00 PM,73,69,87,SW,10,0,29.0,0.0,Rain,2015-7-6,12
12:02 PM,73,69,87,SW,8,0,29.0,0.0,Rain,2015-7-6,12
12:04 PM,73,69,87,SW,8,0,29.0,0.0,Rain,2015-7-6,12
12:10 PM,73,70,90,VAR,6,0,28.99,0.2,Light Rain,2015-7-6,12
12:12 PM,73,70,90,SSW,6,0,28.98,0.2,Light Rain,2015-7-6,12
12:53 PM,74,70,87,SSE,6,0,28.93,0.2,Mostly Cloudy,2015-7-6,13
1:04 PM,74,70,87,S,7,0,28.92,0.0,Cloudy,2015-7-6,13
1:53 PM,76,70,82,S,10,0,28.9,0.0,Cloudy,2015-7-6,14
2:53 PM,78,70,76,SSW,8,0,28.93,0.0,Cloudy,2015-7-6,15
3:53 PM,79,70,74,SSW,12,0,28.92,0.0,Cloudy,2015-7-6,16
4:53 PM,79,69,72,SW,10,18,28.9,0.0,Cloudy,2015-7-6,17
5:23 PM,78,69,74,SW,7,0,28.91,0.0,Cloudy,2015-7-6,17
5:53 PM,79,69,72,SW,9,0,28.9,0.0,Cloudy,2015-7-6,18
6:53 PM,78,70,76,S,7,0,28.89,0.0,Cloudy,2015-7-6,19
7:53 PM,78,70,76,SW,5,0,28.9,0.0,Mostly Cloudy,2015-7-6,20
8:53 PM,75,71,87,CALM,0,0,28.9,0.1,Light Rain,2015-7-6,21
9:04 PM,75,71,87,CALM,0,0,28.9,0.0,Light Rain,2015-7-6,21
9:43 PM,75,72,90,SSE,5,0,28.9,0.1,Rain,2015-7-6,22
9:53 PM,74,71,91,WNW,8,23,28.9,0.2,Rain,2015-7-6,22
10:02 PM,72,69,91,NNW,17,26,28.91,0.1,Rain,2015-7-6,22
10:12 PM,68,65,90,NNW,18,28,28.92,0.1,Rain,2015-7-6,22
10:30 PM,66,64,93,NW,13,23,28.94,0.2,Light Rain,2015-7-6,22
10:39 PM,66,63,90,NW,9,21,28.95,0.2,Light Rain,2015-7-6,23
10:53 PM,65,63,93,NNW,10,18,28.95,0.2,Light Rain,2015-7-6,23
11:09 PM,65,62,90,NNW,13,18,28.95,0.0,Cloudy,2015-7-6,23
11:53 PM,63,59,87,NNW,12,0,28.96,0.0,Cloudy,2015-7-6,24
12:53 AM,62,58,86,NNW,13,0,28.97,0.0,Cloudy,2015-7-7,1
1:10 AM,62,58,86,N,12,0,28.98,0.0,Cloudy,2015-7-7,1
1:53 AM,62,58,86,,0,0,28.98,0.0,Cloudy,2015-7-7,2
2:53 AM,62,57,84,N,9,0,29.0,0.0,Haze,2015-7-7,3
3:10 AM,62,57,84,N,9,0,29.01,0.0,Haze,2015-7-7,3
3:53 AM,62,57,84,NNE,12,0,29.0,0.0,Haze,2015-7-7,4
4:48 AM,61,57,88,N,6,0,29.01,0.0,Cloudy,2015-7-7,5
4:53 AM,60,57,90,N,6,0,29.01,0.0,Cloudy,2015-7-7,5
5:23 AM,60,57,90,NNW,7,0,29.03,0.0,Fog,2015-7-7,5
5:49 AM,61,57,88,NNW,8,0,29.05,0.0,Smoke,2015-7-7,6
5:53 AM,60,57,90,NNW,10,0,29.05,0.0,Smoke,2015-7-7,6
6:21 AM,60,56,86,N,9,0,29.06,0.0,Smoke,2015-7-7,6
6:31 AM,60,56,86,NNW,12,0,29.07,0.0,Smoke,2015-7-7,7
6:43 AM,60,56,86,NNW,7,0,29.07,0.0,Smoke,2015-7-7,7
6:47 AM,61,55,82,NNW,10,0,29.07,0.0,Smoke,2015-7-7,7
6:53 AM,59,56,90,N,10,0,29.07,0.0,Smoke,2015-7-7,7
7:46 AM,60,55,83,NNW,9,0,29.08,0.0,Smoke,2015-7-7,8
7:53 AM,61,56,83,N,8,0,29.08,0.0,Smoke,2015-7-7,8
8:17 AM,61,55,81,N,12,0,29.09,0.0,Smoke,2015-7-7,8
8:31 AM,62,55,78,N,14,26,29.09,0.0,Smoke,2015-7-7,9
8:40 AM,63,56,78,N,13,0,29.1,0.0,Smoke,2015-7-7,9
8:50 AM,63,55,77,N,12,0,29.1,0.0,Smoke,2015-7-7,9
8:53 AM,62,55,78,N,13,0,29.1,0.0,Smoke,2015-7-7,9
9:06 AM,62,55,78,N,12,0,29.11,0.0,Smoke,2015-7-7,9
9:14 AM,63,55,75,N,12,0,29.11,0.0,Smoke,2015-7-7,9
9:49 AM,63,54,72,N,13,0,29.12,0.0,Smoke,2015-7-7,10
9:53 AM,64,55,72,NNW,10,0,29.12,0.0,Smoke,2015-7-7,10
9:59 AM,65,55,70,N,10,0,29.12,0.0,Smoke,2015-7-7,10
10:53 AM,67,54,63,NNE,12,17,29.12,0.0,Smoke,2015-7-7,11
11:53 AM,65,52,63,N,13,18,29.13,0.0,Smoke,2015-7-7,12
12:53 PM,66,53,63,N,9,0,29.13,0.0,Mostly Cloudy,2015-7-7,13
1:53 PM,68,52,56,NNW,12,18,29.14,0.0,Mostly Cloudy,2015-7-7,14
2:53 PM,67,51,57,N,12,18,29.14,0.0,Mostly Cloudy,2015-7-7,15
3:53 PM,70,51,51,NNW,7,0,29.15,0.0,Mostly Cloudy,2015-7-7,16
4:53 PM,70,50,49,N,9,0,29.15,0.0,Mostly Cloudy,2015-7-7,17
5:53 PM,67,49,52,NE,9,0,29.15,0.0,Mostly Cloudy,2015-7-7,18
6:53 PM,66,50,56,NNE,6,0,29.16,0.0,Mostly Cloudy,2015-7-7,19
7:53 PM,67,50,54,NE,5,0,29.16,0.0,Mostly Cloudy,2015-7-7,20
8:53 PM,64,52,65,CALM,0,0,29.16,0.0,Mostly Cloudy,2015-7-7,21
9:53 PM,62,53,72,CALM,0,0,29.19,0.0,Mostly Cloudy,2015-7-7,22
10:53 PM,61,53,75,ENE,3,0,29.19,0.0,Mostly Cloudy,2015-7-7,23
11:53 PM,58,53,84,N,5,0,29.19,0.0,Partly Cloudy,2015-7-7,24
12:53 AM,57,51,81,SE,7,0,29.19,0.0,Partly Cloudy,2015-7-8,1
1:53 AM,57,51,81,S,7,0,29.2,0.0,Fair,2015-7-8,2
2:53 AM,55,51,86,CALM,0,0,29.2,0.0,Mostly Cloudy,2015-7-8,3
3:53 AM,53,49,86,CALM,0,0,29.21,0.0,Fair,2015-7-8,4
4:53 AM,52,49,89,CALM,0,0,29.21,0.0,Fair,2015-7-8,5
5:53 AM,51,49,92,CALM,0,0,29.21,0.0,Mostly Cloudy,2015-7-8,6
6:53 AM,56,51,84,CALM,0,0,29.21,0.0,Mostly Cloudy,2015-7-8,7
7:53 AM,59,49,69,CALM,0,0,29.22,0.0,Mostly Cloudy,2015-7-8,8
8:53 AM,60,48,64,ESE,7,0,29.21,0.0,Mostly Cloudy,2015-7-8,9
9:53 AM,62,49,62,SE,7,0,29.21,0.0,Mostly Cloudy,2015-7-8,10
10:53 AM,64,50,60,VAR,3,0,29.2,0.0,Mostly Cloudy,2015-7-8,11
11:53 AM,67,50,54,VAR,5,0,29.18,0.0,Mostly Cloudy,2015-7-8,12
12:53 PM,67,49,52,ENE,5,0,29.16,0.0,Mostly Cloudy,2015-7-8,13
1:53 PM,67,51,57,VAR,3,0,29.14,0.0,Mostly Cloudy,2015-7-8,14
2:53 PM,68,52,56,E,5,0,29.12,0.0,Mostly Cloudy,2015-7-8,15
3:53 PM,69,54,58,ESE,8,0,29.1,0.0,Mostly Cloudy,2015-7-8,16
4:53 PM,69,52,54,SE,7,0,29.09,0.0,Mostly Cloudy,2015-7-8,17
5:53 PM,69,52,54,E,8,0,29.07,0.0,Mostly Cloudy,2015-7-8,18
6:53 PM,68,52,56,ESE,5,0,29.07,0.0,Mostly Cloudy,2015-7-8,19
7:53 PM,67,52,59,ESE,6,0,29.06,0.0,Mostly Cloudy,2015-7-8,20
8:53 PM,64,53,67,ESE,5,0,29.06,0.0,Partly Cloudy,2015-7-8,21
9:53 PM,59,53,81,ENE,3,0,29.07,0.0,Partly Cloudy,2015-7-8,22
10:53 PM,62,55,78,SE,7,0,29.06,0.0,Mostly Cloudy,2015-7-8,23
11:53 PM,60,54,80,ESE,5,0,29.05,0.0,Mostly Cloudy,2015-7-8,24
12:53 AM,57,53,87,CALM,0,0,29.03,0.0,Fair,2015-7-9,1
1:53 AM,56,52,87,CALM,0,0,29.03,0.0,Partly Cloudy,2015-7-9,2
2:53 AM,54,52,93,NNW,3,0,29.03,0.0,Fair,2015-7-9,3
3:53 AM,55,53,93,NNW,3,0,29.03,0.0,Mostly Cloudy,2015-7-9,4
4:53 AM,54,51,90,N,3,0,29.03,0.0,Mostly Cloudy,2015-7-9,5
5:53 AM,53,51,93,CALM,0,0,29.06,0.0,Mostly Cloudy,2015-7-9,6
6:53 AM,55,53,93,CALM,0,0,29.07,0.0,Mostly Cloudy,2015-7-9,7
7:53 AM,57,54,89,CALM,0,0,29.09,0.0,Cloudy,2015-7-9,8
8:53 AM,62,56,80,CALM,0,0,29.09,0.0,Cloudy,2015-7-9,9
9:53 AM,68,57,68,S,3,0,29.09,0.0,Mostly Cloudy,2015-7-9,10
10:53 AM,72,54,53,,0,0,29.09,0.0,Partly Cloudy,2015-7-9,11
11:53 AM,72,53,51,NNW,6,0,29.1,0.0,Mostly Cloudy,2015-7-9,12
12:53 PM,76,51,42,CALM,0,0,29.09,0.0,Mostly Cloudy,2015-7-9,13
1:53 PM,77,54,45,VAR,3,0,29.1,0.0,Mostly Cloudy,2015-7-9,14
2:53 PM,76,53,45,NW,6,0,29.1,0.0,Mostly Cloudy,2015-7-9,15
3:53 PM,77,54,45,VAR,7,0,29.09,0.0,Mostly Cloudy,2015-7-9,16
4:53 PM,77,54,45,VAR,3,0,29.1,0.0,Partly Cloudy,2015-7-9,17
5:53 PM,77,53,43,WNW,3,0,29.1,0.0,Fair,2015-7-9,18
6:53 PM,78,54,43,CALM,0,0,29.1,0.0,Partly Cloudy,2015-7-9,19
7:53 PM,74,55,52,CALM,0,0,29.1,0.0,Partly Cloudy,2015-7-9,20
8:53 PM,68,58,70,CALM,0,0,29.1,0.0,Partly Cloudy,2015-7-9,21
9:53 PM,64,56,75,CALM,0,0,29.12,0.0,Partly Cloudy,2015-7-9,22
10:53 PM,63,56,78,CALM,0,0,29.13,0.0,Partly Cloudy,2015-7-9,23
11:53 PM,61,57,87,CALM,0,0,29.12,0.0,Partly Cloudy,2015-7-9,24
12:53 AM,60,56,86,CALM,0,0,29.14,0.0,Fair,2015-7-10,1
1:53 AM,59,56,90,CALM,0,0,29.14,0.0,Fair,2015-7-10,2
2:53 AM,58,55,90,CALM,0,0,29.14,0.0,Fair,2015-7-10,3
3:53 AM,57,55,93,CALM,0,0,29.14,0.0,Fair,2015-7-10,4
4:53 AM,56,54,93,CALM,0,0,29.15,0.0,Fair,2015-7-10,5
5:53 AM,58,55,90,CALM,0,0,29.17,0.0,Mostly Cloudy,2015-7-10,6
6:53 AM,60,56,86,CALM,0,0,29.19,0.0,Mostly Cloudy,2015-7-10,7
7:53 AM,67,60,79,CALM,0,0,29.2,0.0,Mostly Cloudy,2015-7-10,8
8:53 AM,72,58,61,CALM,0,0,29.2,0.0,Mostly Cloudy,2015-7-10,9
9:53 AM,75,58,55,WNW,3,0,29.2,0.0,Mostly Cloudy,2015-7-10,10
10:53 AM,76,57,52,CALM,0,0,29.2,0.0,Cloudy,2015-7-10,11
11:53 AM,78,57,48,VAR,5,0,29.2,0.0,Cloudy,2015-7-10,12
12:53 PM,78,57,48,VAR,3,0,29.2,0.0,Cloudy,2015-7-10,13
1:53 PM,80,58,47,VAR,3,0,29.18,0.0,Cloudy,2015-7-10,14
2:53 PM,81,59,47,VAR,5,0,29.17,0.0,Mostly Cloudy,2015-7-10,15
3:53 PM,82,60,47,VAR,5,0,29.17,0.0,Mostly Cloudy,2015-7-10,16
4:53 PM,81,59,47,SSE,10,0,29.16,0.0,Mostly Cloudy,2015-7-10,17
5:53 PM,81,60,49,S,7,0,29.15,0.0,Partly Cloudy,2015-7-10,18
6:53 PM,80,59,48,SSW,6,0,29.15,0.0,Partly Cloudy,2015-7-10,19
7:53 PM,77,59,54,S,6,0,29.15,0.0,Fair,2015-7-10,20
8:53 PM,75,60,60,CALM,0,0,29.17,0.0,Partly Cloudy,2015-7-10,21
9:53 PM,71,61,70,SSW,3,0,29.19,0.0,Fair,2015-7-10,22
10:53 PM,71,61,70,WSW,3,0,29.2,0.0,Fair,2015-7-10,23
11:53 PM,71,62,73,CALM,0,0,29.19,0.0,Fair,2015-7-10,24
12:53 AM,71,61,70,SW,3,0,29.19,0.0,Fair,2015-7-11,1
1:53 AM,65,60,84,CALM,0,0,29.19,0.0,Fair,2015-7-11,2
2:53 AM,63,60,90,CALM,0,0,29.19,0.0,Fair,2015-7-11,3
3:53 AM,62,59,90,CALM,0,0,29.19,0.0,Fair,2015-7-11,4
4:53 AM,62,59,90,CALM,0,0,29.18,0.0,Fair,2015-7-11,5
5:53 AM,61,58,90,CALM,0,0,29.19,0.0,Mostly Cloudy,2015-7-11,6
6:53 AM,66,61,84,S,5,0,29.2,0.0,Mostly Cloudy,2015-7-11,7
7:53 AM,70,62,76,S,5,0,29.21,0.0,Mostly Cloudy,2015-7-11,8
8:53 AM,72,61,68,SSW,7,0,29.21,0.0,Mostly Cloudy,2015-7-11,9
9:53 AM,73,61,66,S,9,0,29.21,0.0,Mostly Cloudy,2015-7-11,10
10:53 AM,74,62,66,S,12,0,29.21,0.0,Cloudy,2015-7-11,11
11:53 AM,76,60,58,S,15,0,29.21,0.0,Cloudy,2015-7-11,12
12:53 PM,75,61,62,S,12,0,29.2,0.0,Cloudy,2015-7-11,13
1:53 PM,75,61,62,S,10,0,29.18,0.0,Cloudy,2015-7-11,14
2:53 PM,75,62,64,S,10,0,29.17,0.0,Cloudy,2015-7-11,15
3:53 PM,76,63,64,SSE,8,0,29.16,0.0,Cloudy,2015-7-11,16
4:53 PM,79,64,60,SE,12,0,29.14,0.0,Mostly Cloudy,2015-7-11,17
5:53 PM,77,63,62,SSE,6,0,29.13,0.0,Mostly Cloudy,2015-7-11,18
6:53 PM,76,63,64,SE,9,0,29.12,0.0,Mostly Cloudy,2015-7-11,19
7:53 PM,73,63,71,S,14,0,29.13,0.0,Mostly Cloudy,2015-7-11,20
8:53 PM,71,62,73,S,10,0,29.13,0.0,Mostly Cloudy,2015-7-11,21
9:19 PM,71,62,73,S,7,0,29.13,0.0,Partly Cloudy,2015-7-11,21
